,ref_id,userId,id,title,price,type,sq_feet,availability,avdate,location,thumb,thumb2,slide,link,latitude,longitude,marker,address,address_hidden,city,province,intro,community,quadrant,phone,phone_2,preferred_contact,website,email,smoking,lease_term,garage_size,status,book_tour,v,s,f,bedrooms,den,baths,cats,dogs,utilities_included,features
39,557094,1519125,557094,99 Marlee,1849 - 2799,Apartment,"589, 351, 742",Immediate,"Immediate, December 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557094/thumber_11356093.v.73d09d29e37964fe5beba195e0583b24.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557094/thumber_11356093.v.73d09d29e37964fe5beba195e0583b24.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557094/slide_11356093.v.73d09d29e37964fe5beba195e0583b24.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/557094,43.701037200000,-79.440281200000,bb270240a4aa741c3afb004e7f8b3b3d,99 Marlee,False,Toronto,Ontario,99 Marlee,,,3653606612,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/64047b8395bb7f002d1494ab?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio - 2,No,1,True,True,False,"['Elevator', 'Fridge']"
40,556529,1519125,556529,797 Jane Street,2019,Apartment,490,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556529/thumber_10513592.v.88170faec27780b975bb54c069a6c782.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556529/thumber_10513592.v.88170faec27780b975bb54c069a6c782.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556529/slide_10513592.v.88170faec27780b975bb54c069a6c782.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/556529,43.674026100000,-79.494335500000,27209e33107e8a460c3ad35d20fc28d5,797 Jane Street,False,Toronto,Ontario,797 Jane Street,,,2892168927,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65bbe503c77a8a002df60b97?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1,No,1,True,True,False,"['Elevator', 'Fridge']"
41,563734,2009672,563734,1220 Bayview Avenue,2150,Apartment,558,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563734/thumber_9867452.v.43292c8ecf705567d2924fcc741c9f4f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563734/thumber_9867452.v.43292c8ecf705567d2924fcc741c9f4f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563734/slide_9867452.v.43292c8ecf705567d2924fcc741c9f4f.jpg,/on/toronto/rentals/apartment/1-bedroom/563734,43.696685800000,-79.371795800000,5a554c40742bd92d9d6c24c12cc469e3,1220 Bayview Avenue,False,Toronto,Ontario,1220 Bayview Avenue,,,3656458135,,Phone||Text||Email,https://www.arcanos.ca/rentals/1220-bayview-avenue,1,,Long Term,underground,active,,3,RSYNC,0,1,No,1,False,False,"['Heat', 'Water', 'Electricity']","['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
42,403507,1123738,403507,250 St Clair Avenue West,2350,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/403507/thumber_6162710.v.4c0253ac740bd02759518feafc0a6352.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/403507/thumber_6162710.v.4c0253ac740bd02759518feafc0a6352.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/403507/slide_6162710.v.4c0253ac740bd02759518feafc0a6352.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/403507,43.685662000000,-79.407481000000,f39288f880cece94806f6f73626d8782,250 St Clair Avenue West,False,Toronto,Ontario,250 St Clair Avenue West,,,3656456507,,Phone||Text||Email,https://search.imperraresidential.ca/properties/250-st-clair-ave-w,1,Non-Smoking,Long Term,"underground, covered",active,,3,RSYNC,0,1,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Air Conditioning']"
43,558982,1519125,558982,746 Midland Avenue,2039 - 3179,Apartment,"600, 900, 1100",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/558982/thumber_11350774.v.86db498be60ac4df1ee81ab75f1ac1f7.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/558982/thumber_11350774.v.86db498be60ac4df1ee81ab75f1ac1f7.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/558982/slide_11350774.v.86db498be60ac4df1ee81ab75f1ac1f7.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/558982,43.729780700000,-79.256964200000,ff3006bba64e43a70eb513f1c8ff559c,746 Midland Avenue,False,Toronto,Ontario,746 Midland Avenue,,,3653605850,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65d8e14c1f10b2002e62456b?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1 - 3,No,1,True,True,False,"['Elevator', 'Fridge', 'Dishwasher']"
44,563739,2009672,563739,101 Roehampton Avenue-East Tower,1950,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563739/thumber_9867557.v.29c40a640315a3ef43d54a2c17dbdf29.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563739/thumber_9867557.v.29c40a640315a3ef43d54a2c17dbdf29.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563739/slide_9867557.v.29c40a640315a3ef43d54a2c17dbdf29.jpg,/on/toronto/rentals/apartment/studio/563739,43.708624700000,-79.395610600000,49f7806835e5ddf4c52996bc5da47308,101 Roehampton Avenue,False,Toronto,Ontario,101 Roehampton Avenue,,,2893017754,,Phone||Text||Email,https://www.arcanos.ca/rentals/101-roehampton-avenue,1,,Long Term,"underground, covered",active,,3,RSYNC,0,studio,No,1,False,False,"['Heat', 'Water', 'Electricity']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Fridge']"
45,558860,1519125,558860,833 Kennedy Road,2239 - 2699,Apartment,"932, 748",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/558860/thumber_10074613.v.b0502593273aea4fc060541c6532e7ec.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/558860/thumber_10074613.v.b0502593273aea4fc060541c6532e7ec.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/558860/slide_10074613.v.b0502593273aea4fc060541c6532e7ec.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/558860,43.736324200000,-79.268984600000,142298272ceb6249045db8303eac4374,833 Kennedy Road,False,Toronto,Ontario,833 Kennedy Road,,,6479771815,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65d90cdd73abd1002e397bbf?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1 - 2,No,1,True,True,False,"['Elevator', 'Fridge', 'Dishwasher']"
46,556363,1519125,556363,85 Wellesley St E,1999 - 2779,Apartment,"573, 935",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556363/thumber_11350168.v.8d03342f54da233a929424f94eaf6933.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556363/thumber_11350168.v.8d03342f54da233a929424f94eaf6933.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556363/slide_11350168.v.8d03342f54da233a929424f94eaf6933.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/556363,43.665588100000,-79.379860900000,ace11a2517cdbc4fd0f7f6b49d4f336b,85 Wellesley St E,False,Toronto,Ontario,85 Wellesley St E,,,2892168693,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65ba9cf211aea4002e349019?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1 - 2,No,1,True,True,False,"['Elevator', 'Fridge']"
47,571210,1519125,571210,41 Dundonald Street,1879 - 2139,Apartment,"399, 647",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/571210/thumber_11351543.v.6637ba9d4182a94c13d5d9dd7859e734.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/571210/thumber_11351543.v.6637ba9d4182a94c13d5d9dd7859e734.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/571210/slide_11351543.v.6637ba9d4182a94c13d5d9dd7859e734.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/571210,43.666245600000,-79.382148900000,dc67fa59fa50fe3707fbcd9ffc7910e4,41 Dundonald Street,False,Toronto,Ontario,41 Dundonald Street,,,6474964950,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/6659f78eca3d4a002e17f877?channel=hazelview,1,,Long Term,,active,,3,RSYNC,0,studio - 1,No,1,True,True,False,"['Elevator', 'Storage Lockers', 'Fridge']"
0,557912,1519125,557912,Dufferin Heights,1709 - 1869,Apartment,"600, 416",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557912/thumber_11356040.v.cf3516878a1503931ce4ecb66e49019b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557912/thumber_11356040.v.cf3516878a1503931ce4ecb66e49019b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557912/slide_11356040.v.cf3516878a1503931ce4ecb66e49019b.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/557912,43.691546700000,-79.449083200000,22c54259446c424ec26c3deb1f27d7cd,65 Dynevor Road,False,Toronto,Ontario,65 Dynevor Road,,,2892168602,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65c39ce17d4cd3002dd2aac6?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio - 1,No,1,True,True,False,"['Elevator', 'Fridge']"
1,554325,1519125,554325,100 Tyndall Ave,2069 - 2729,Apartment,"626, 850",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554325/thumber_10488804.v.a86262fa802b1c06629e99b39b35ddd0.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554325/thumber_10488804.v.a86262fa802b1c06629e99b39b35ddd0.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554325/slide_10488804.v.a86262fa802b1c06629e99b39b35ddd0.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/554325,43.636505900000,-79.428626300000,c232bf802bd3640ffc9d9f75d25f111b,100 Tyndall Ave,False,Toronto,Ontario,100 Tyndall Ave,,,3653602602,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65a15ec8e89f44002e7e61ba?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1 - 2,No,1,True,True,False,"['Elevator', 'Fridge']"
2,589712,1252952,589712,"Apartments for rent in Forest Hill, Toronto",2560,Townhouse,529,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/589712/thumber_11202654.v.d311848506a541360dbb495682ad0b00.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/589712/thumber_11202654.v.d311848506a541360dbb495682ad0b00.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/589712/slide_11202654.v.d311848506a541360dbb495682ad0b00.jpg,/on/toronto/rentals/townhouse/1-bedroom/pet-friendly/589712,43.687185500000,-79.421544900000,b35e1bd53087a0f586a37d0ab0248315,130 Raglan Ave,False,Toronto,Ontario,130 Raglan Ave,,,8665257194,,Phone||Text||Email,https://www.equitonliving.com//residential/cedarwood-suites2?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=Cedarwood%20Suites,1,,Long Term,"underground, outdoor",active,,3,RSYNC,0,1,No,1,True,True,False,"['Fridge', 'Oven/Stove', 'Hardwood Floors', 'In-suite Storage']"
3,591863,1519125,591863,3171 Bathurst Street,2459,Apartment,650,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/591863/thumber_11356141.v.b7437df5d03738bef990baaad72ca6aa.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/591863/thumber_11356141.v.b7437df5d03738bef990baaad72ca6aa.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/591863/slide_11356141.v.b7437df5d03738bef990baaad72ca6aa.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/591863,43.722069800000,-79.430009300000,09bbdcf435c75cccc75efca14feb5636,3171 Bathurst Street,False,Toronto,Ontario,3171 Bathurst Street,,,6475590795,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/667ebb8a8b6ab6002e6c64ec?channel=hazelview,1,,Long Term,,active,,3,RSYNC,0,1,No,1,True,True,False,"['Elevator', 'Storage Lockers', 'Fridge']"
4,537532,42974,537532,Eastmount Apartments,1955 - 2190,Apartment,"470, 390",Immediate,"Immediate, January 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/537532/thumber_9152704.v.23297487c41b69b8e389d1b179841aed.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/537532/thumber_9152704.v.23297487c41b69b8e389d1b179841aed.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/537532/slide_9152704.v.23297487c41b69b8e389d1b179841aed.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/537532,43.679395219289,-79.360696077347,f248a3b838af6ab6b4afbe5891434d9a,33 Eastmount Avenue,False,Toronto,Ontario,33 Eastmount Avenue,,,2893019467,,Phone||Text||Email,https://www.capreit.ca/apartments-for-rent/toronto-on/eastmount-apartments/,1,Non-Smoking,Long Term,"underground, outdoor",active,,3,RSYNC,0,studio - 1,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Fridge']"
5,560910,1519125,560910,1265 Wilson Avenue,2179 - 2709,Apartment,"602, 766",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/560910/thumber_11355761.v.d9c8ae4106b35c948fe54586421b0e4d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/560910/thumber_11355761.v.d9c8ae4106b35c948fe54586421b0e4d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/560910/slide_11355761.v.d9c8ae4106b35c948fe54586421b0e4d.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/560910,43.723752600000,-79.492050900000,667e98e6c596687841700c90f954bc6c,1265 Wilson Avenue,False,Toronto,Ontario,1265 Wilson Avenue,,,3653605522,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65e8b50b4a7c6d002eee5fd2?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1 - 1,No,1,True,True,False,"['Elevator', 'Fridge', 'Dishwasher']"
6,557872,1519125,557872,630 Vesta Dr,2679 - 3409,Apartment,"903, 1216",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557872/thumber_11356274.v.e8fdb206f2c9780fdb4d509934558617.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557872/thumber_11356274.v.e8fdb206f2c9780fdb4d509934558617.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557872/slide_11356274.v.e8fdb206f2c9780fdb4d509934558617.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/557872,43.703042700000,-79.425421600000,da712fcf5f08e8d6ae6c1a8917266929,630 Vesta Dr,False,Toronto,Ontario,630 Vesta Dr,,,2892169012,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65c39bb0ba8024002dc17b5b?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,2 - 3,No,1 - 2,True,True,False,"['Elevator', 'Fridge', 'Microwave', 'Dishwasher']"
7,554228,1519125,554228,128 Sheridan Avenue,2099,Apartment,470,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554228/thumber_10513585.v.a543a8e9bfe6bfaac29a58f5571aaf2f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554228/thumber_10513585.v.a543a8e9bfe6bfaac29a58f5571aaf2f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554228/slide_10513585.v.a543a8e9bfe6bfaac29a58f5571aaf2f.jpg,/on/toronto/rentals/apartment/1-bedroom/non-smoking/554228,43.650313000000,-79.434078300000,7ef7c63bed90048258b7210cde4d9498,128 Sheridan Avenue,False,Toronto,Ontario,128 Sheridan Avenue,,,3653606849,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65a01fe7560e2e002e83929e?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1,No,1,False,False,False,"['Elevator', 'Fridge']"
8,554326,1519125,554326,Lord Dufferin Apartments,1769 - 2819,Apartment,"370, 640, 720",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554326/thumber_10488806.v.db9c676b3b4f41570110133452597c55.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554326/thumber_10488806.v.db9c676b3b4f41570110133452597c55.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554326/slide_10488806.v.db9c676b3b4f41570110133452597c55.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/554326,43.637158800000,-79.427120400000,9c8246f3dd7f7b895c3e9d808c5c1e92,200 Dufferin Street,False,Toronto,Ontario,200 Dufferin Street,,,2892169051,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65a1581de89f44002e7e5535?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio - 2,No,1,True,True,False,"['Elevator', 'Fridge']"
9,590432,1519125,590432,157 Jameson Avenue,1809 - 2779,Apartment,"747, 710, 869",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/590432/thumber_11344387.v.346a1c7019876bf6ca6c8e7d00baf1a2.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/590432/thumber_11344387.v.346a1c7019876bf6ca6c8e7d00baf1a2.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/590432/slide_11344387.v.346a1c7019876bf6ca6c8e7d00baf1a2.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/590432,43.637678400000,-79.435868500000,3025b09ca446423a49c64438de314d18,157 Jameson Avenue,False,Toronto,Ontario,157 Jameson Avenue,,,6477971358,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/659eeffa560e2e002e832058?channel=hazelview,1,,Long Term,,active,,3,RSYNC,0,studio - 2,No,1,True,True,False,"['Elevator', 'Fridge', 'Dishwasher']"
10,556528,1519125,556528,Ruby Heights,1899 - 2809,Apartment,"697, 904, 319",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556528/thumber_10513599.v.ed854674ce70bcb1bca178a394c8b583.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556528/thumber_10513599.v.ed854674ce70bcb1bca178a394c8b583.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556528/slide_10513599.v.ed854674ce70bcb1bca178a394c8b583.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/556528,43.752331400000,-79.513664300000,2bd621198e59e142fba7ef32497ccd68,50 Driftwood,False,Toronto,Ontario,50 Driftwood,,,2892167478,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65bc059cc8bdba002e01a629?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio - 2,No,1,True,True,False,"['Elevator', 'Storage Lockers', 'Fridge', 'Microwave']"
11,557090,1519125,557090,835 Roselawn,2089,Apartment,390,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557090/thumber_11356121.v.cca36c0ed11c923588c9d04815f08828.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557090/thumber_11356121.v.cca36c0ed11c923588c9d04815f08828.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557090/slide_11356121.v.cca36c0ed11c923588c9d04815f08828.jpg,/on/toronto/rentals/apartment/studio/pet-friendly/557090,43.702336800000,-79.439235500000,ff2c825e3459c412f0b6863d64ef94b0,835 Roselawn,False,Toronto,Ontario,835 Roselawn,,,3653605648,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65c2523fbc4480002e41af4e?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio,No,1,True,True,False,['Fridge']
12,557095,1519125,557095,665 Roselawn Avenue,2989,Apartment,944,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557095/thumber_11356161.v.3593ca1640d6f4ddb3bd7a11bf6b7703.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557095/thumber_11356161.v.3593ca1640d6f4ddb3bd7a11bf6b7703.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557095/slide_11356161.v.3593ca1640d6f4ddb3bd7a11bf6b7703.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/557095,43.705141700000,-79.424894000000,7754ecb9ec56740661d74d724f5bef84,665 Roselawn Avenue,False,Toronto,Ontario,665 Roselawn Avenue,,,3653607026,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65c25c9ce17760002eeb1c41?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,2,No,1,True,True,False,"['Elevator', 'Storage Lockers', 'Fridge']"
13,547886,42974,547886,Cassandra Townhomes,3170,Apartment,1715,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/547886/thumber_11328599.v.171172d231a32dd22a13b3c2cc555936.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/547886/thumber_11328599.v.171172d231a32dd22a13b3c2cc555936.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/547886/slide_11328599.v.171172d231a32dd22a13b3c2cc555936.jpg,/on/toronto/rentals/apartment/3-bedrooms/non-smoking/547886,43.747541000000,-79.331323000000,7d08480a34f90aca02bad1a3ab9cb620,68 Cassandra Boulevard,False,Toronto,Ontario,68 Cassandra Boulevard,,,2893018037,,Phone||Text||Email,https://www.capreit.ca/apartments-for-rent/toronto-on/cassandra-townhomes/,1,Non-Smoking,Long Term,outdoor,active,,3,RSYNC,0,3,No,1,False,False,False,"['Laundry - Shared', 'Zero-Step Entrance', 'Fridge', 'Oven/Stove']"
14,570583,1519125,570583,"8 Milepost Place, Toronto",2529,Apartment,679,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/570583/thumber_11355692.v.972e5e212cd3cc28c07e77c5508a3439.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/570583/thumber_11355692.v.972e5e212cd3cc28c07e77c5508a3439.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/570583/slide_11355692.v.972e5e212cd3cc28c07e77c5508a3439.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/570583,43.702380700000,-79.347127700000,ec079b07b344520279c5e65a022d408b,"8 Milepost Place, Toronto",False,Toronto,Ontario,"8 Milepost Place, Toronto",,,3653606743,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/6656159fba1817002e15d38b?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1,No,1,True,True,False,"['Elevator', 'Fridge']"
